iter	RMSE
517	13.26280897
518	13.25505463
519	13.24126118
520	13.24073949
521	13.2322756
522	13.2317819
523	13.22590623
524	13.22108957
525	13.21646212
526	13.20192379
527	13.19555329
528	13.19214536
529	13.18229473
530	13.17323855
531	13.17160175
532	13.17003384
533	13.1641982
534	13.15984055
535	13.15857824
536	13.15473304
537	13.14903119
538	13.14041713
539	13.1348071
540	13.12596091
541	13.11668969
542	13.11316091
543	13.10711843
544	13.10118048
545	13.09474612
546	13.09142891
547	13.08272386
548	13.07840043
549	13.07556073
550	13.0686965
551	13.06839836
552	13.06508513
553	13.05981315
554	13.05631265
555	13.05373543
556	13.04683089
557	13.03586208
558	13.0331041
559	13.02719494
560	13.01891263
561	13.01394859
562	13.01104247
563	13.00547203
564	13.00186941
565	12.9982807
566	12.99410459
567	12.993703
568	12.98903505
569	12.98284476
570	12.97925809
571	12.97337166
572	12.96949063
573	12.96397319
574	12.95981796
575	12.95752285
576	12.95476233
577	12.95307433
578	12.94972766
579	12.94539891
580	12.94379329
581	12.93123396
582	12.92526782
583	12.92160391
584	12.91604304
585	12.91566557
586	12.90671115
587	12.90403995
588	12.89788043
589	12.89639878
590	12.89097876
591	12.88820617
592	12.88004936
593	12.87210856
594	12.86925966
595	12.86704402
596	12.86266006
597	12.85676898
598	12.85498945
599	12.84889561
600	12.84292148
601	12.84085753
602	12.83225997
603	12.82727282
604	12.81871587
605	12.81600027
606	12.81559174
607	12.81297888
608	12.80898673
609	12.80296525
610	12.79448399
611	12.78597241
612	12.7798577
613	12.77215256
614	12.76686711
615	12.76382389
616	12.75711642
617	12.75460231
618	12.75437143
619	12.74920683
620	12.74490718
621	12.74319574
622	12.73511266
623	12.72702825
624	12.72257172
625	12.71809207
626	12.71388481
627	12.71140514
628	12.70888653
629	12.7048142
630	12.70034749
631	12.69586009
632	12.68603637
633	12.68282021
634	12.67785338
635	12.67176021
636	12.66966454
637	12.66714326
638	12.66154771
639	12.65609713
640	12.65066828
641	12.6456258
642	12.64276427
643	12.63901736
644	12.63542341
645	12.63443363
646	12.62473308
647	12.62029143
648	12.61673156
649	12.61499324
650	12.6091778
651	12.60328371
652	12.59736464
653	12.59447893
654	12.58270268
655	12.57847769
656	12.5731694
657	12.56909691
658	12.5678762
659	12.56475804
660	12.55935616
661	12.55673649
662	12.5527685
663	12.55127724
664	12.55004151
665	12.5450875
666	12.54192745
667	12.53549313
668	12.52965263
669	12.52509392
670	12.51789079
671	12.51344043
672	12.50872825
673	12.50629842
674	12.50080608
675	12.4967857
676	12.49520001
677	12.49132664
678	12.49098855
679	12.48526086
680	12.47483763
681	12.47157184
682	12.46646644
683	12.46124987
684	12.45743514
685	12.45227697
686	12.44888844
687	12.44792145
688	12.44622785
689	12.44068974
690	12.43434836
691	12.42964523
692	12.42244011
693	12.41825878
694	12.41232716
695	12.41140024
696	12.4075205
697	12.40209105
698	12.39312486
699	12.39156423
700	12.38620734
701	12.37853307
702	12.37832317
703	12.37573628
704	12.36984508
705	12.35916715
706	12.34978117
707	12.3478547
708	12.34543795
709	12.34122592
710	12.33755898
711	12.33047114
712	12.32804981
713	12.32083558
714	12.31682001
715	12.31074511
716	12.30255469
717	12.2915599
718	12.28677207
719	12.28142089
720	12.27613992
721	12.27246203
722	12.26940974
723	12.26816472
724	12.26440403
725	12.25845624
726	12.25497733
727	12.24738985
728	12.24518567
729	12.24159109
730	12.23949286
731	12.23854345
732	12.23312266
733	12.22795224
734	12.22557552
735	12.21745534
736	12.21612275
737	12.21140405
738	12.20884387
739	12.20116783
740	12.19557936
741	12.18873457
742	12.18116566
743	12.1780309
744	12.17417898
745	12.16895466
746	12.16426639
747	12.16158378
748	12.15640296
749	12.15447242
750	12.1520636
751	12.14521231
752	12.14084955
753	12.13896576
754	12.13575719
755	12.13332817
756	12.13063376
757	12.12461124
758	12.11630984
759	12.11356168
760	12.11278755
761	12.10857586
762	12.10814103
763	12.09574666
764	12.09427149
765	12.09121186
766	12.08479816
767	12.08159005
768	12.07695892
769	12.0732898
770	12.06747447
771	12.06688457
772	12.05852037
773	12.04886599
774	12.04467205
775	12.03363138
776	12.02566311
777	12.02227292
778	12.01918965
779	12.01791251
780	12.01436392
781	12.00817645
782	12.0034856
783	11.99811974
784	11.99530655
785	11.98775642
786	11.9851138
787	11.98231672
788	11.97566266
789	11.96849526
790	11.96484302
791	11.96307081
792	11.95994632
793	11.95582174
794	11.95049808
795	11.94563493
796	11.94409689
797	11.9383179
798	11.93776135
799	11.92994855
800	11.92753138
801	11.92577355
802	11.92015572
803	11.91236824
804	11.90855612
805	11.90476478
806	11.90294222
807	11.89911112
808	11.89896357
809	11.89478488
810	11.89264258
811	11.88844441
812	11.88630284
813	11.88154683
814	11.87792931
815	11.86984767
816	11.86309254
817	11.86159957
818	11.86006995
819	11.85912555
820	11.85654007
821	11.85313595
822	11.85087212
823	11.8478033
824	11.84540695
825	11.84419463
826	11.84081671
827	11.83387352
828	11.83212279
829	11.83061157
830	11.82818737
831	11.82124324
832	11.81914983
833	11.81762082
834	11.81039456
835	11.80779949
836	11.80635216
837	11.80244283
838	11.79888627
839	11.79727199
840	11.794289
841	11.78964667
842	11.78471052
843	11.78454177
844	11.7825329
845	11.78059118
846	11.77741417
847	11.77565073
848	11.77467368
849	11.76756418
850	11.76306075
851	11.75737522
852	11.75504346
853	11.7515787
854	11.74879843
855	11.74431793
856	11.73821475
857	11.73444407
858	11.73225271
859	11.72662428
860	11.72242271
861	11.71610925
862	11.71307495
863	11.71058757
864	11.70785969
865	11.70352149
866	11.70210171
867	11.69870948
868	11.69506083
869	11.69189546
870	11.68635066
871	11.68424872
872	11.68080833
873	11.67735358
874	11.67577724
875	11.67167792
876	11.66778024
877	11.66464288
878	11.66229022
879	11.66209058
880	11.65600013
881	11.65220472
882	11.64787049
883	11.64479819
884	11.64033633
885	11.63967466
886	11.63508391
887	11.63081116
888	11.62542336
889	11.62392676
890	11.61740468
891	11.61284049
892	11.60360215
893	11.60018457
894	11.59891599
895	11.59395655
896	11.59198316
897	11.59181531
898	11.59077687
899	11.58998276
900	11.58543296
901	11.57985283
902	11.57734851
903	11.57506179
904	11.572979
905	11.57045607
906	11.56757551
907	11.56704294
908	11.56530325
909	11.56270664
910	11.56000933
911	11.55509071
912	11.55211228
913	11.54861332
914	11.54735726
915	11.54523371
916	11.54277725
917	11.54130779
918	11.53629378
919	11.53170558
920	11.52913746
921	11.5271402
922	11.52335363
923	11.51826346
924	11.51493661
925	11.51259141
926	11.51006123
927	11.50882251
928	11.50793393
929	11.50253761
930	11.49834948
931	11.4950315
932	11.48878101
933	11.48785659
934	11.48504736
935	11.47950539
936	11.47938284
937	11.47851832
938	11.47716419
939	11.47300545
940	11.47171729
941	11.46773938
942	11.46266578
943	11.45695044
944	11.45578271
945	11.45236291
946	11.45189781
947	11.44699106
948	11.44480408
949	11.44227467
950	11.43972326
951	11.43630668
952	11.43218926
953	11.42829549
954	11.42661757
955	11.42520413
956	11.42360196
957	11.42051197
958	11.41808549
959	11.41664153
960	11.4140989
961	11.40793533
962	11.40340091
963	11.40304818
964	11.40041606
965	11.39722918
966	11.3936772
967	11.39139583
968	11.38446043
969	11.38181077
970	11.37753365
971	11.37238889
972	11.37101964
973	11.36394806
974	11.36037045
975	11.35969101
976	11.35827863
977	11.35632179
978	11.35323359
979	11.35021465
980	11.34740519
981	11.34583113
982	11.3416424
983	11.3322813
984	11.32983082
985	11.32746653
986	11.32299766
987	11.32236017
988	11.31964067
989	11.31694777
990	11.31512249
991	11.31311958
992	11.30998698
993	11.30787903
994	11.30591119
995	11.30069698
996	11.29615923
997	11.29510706
998	11.29144171
999	11.28776978
1000	11.28560209
1001	11.28474832
1002	11.28135184
1003	11.28122977
1004	11.27641405
1005	11.27629301
1006	11.2735322
1007	11.2694249
1008	11.2661013
1009	11.26289893
1010	11.26131947
1011	11.25995849
1012	11.25983976
1013	11.25870212
1014	11.25779812
1015	11.25645175
1016	11.25571047
1017	11.25420101
1018	11.25360171
1019	11.25084545
1020	11.24860017
1021	11.2457793
1022	11.24228108
1023	11.24066194
1024	11.23335562
1025	11.23303582
1026	11.23012295
1027	11.22759509
1028	11.22490018
1029	11.22093542
1030	11.22051802
1031	11.21749336
1032	11.21402706
1033	11.21293601
1034	11.20779923
1035	11.20491226
1036	11.20306686
1037	11.20038067
1038	11.19758649
1039	11.19425749
1040	11.1915149
1041	11.19002638
1042	11.187318
1043	11.1833737
1044	11.18028025
1045	11.17953543
1046	11.17544597
1047	11.17212772
1048	11.16972911
1049	11.16578601
1050	11.16261935
1051	11.16152494
1052	11.15657892
1053	11.15110291
1054	11.1485003
1055	11.14434646
1056	11.14202817
1057	11.14013783
1058	11.13797288
1059	11.1303288
1060	11.12931543
1061	11.12487219
1062	11.12128494
1063	11.11870116
1064	11.11417154
1065	11.1122563
1066	11.10857946
1067	11.10207289
1068	11.10111057
1069	11.09963326
1070	11.09813908
1071	11.09455802
1072	11.09283021
1073	11.08946852
1074	11.08578424
1075	11.0838691
1076	11.08075819
1077	11.07742627
1078	11.07372914
1079	11.07114524
1080	11.0656559
1081	11.06262782
1082	11.05942397
1083	11.05620564
1084	11.05027887
1085	11.04691254
1086	11.04233211
1087	11.03838661
1088	11.03716267
1089	11.03655198
1090	11.0326032
1091	11.02811196
1092	11.02565505
1093	11.02493549
1094	11.02251388
1095	11.01778955
1096	11.01568472
1097	11.01453068
1098	11.009612
1099	11.00455465
1100	11.0040331
1101	11.00237371
1102	11.00060056
1103	10.99882408
1104	10.99322137
1105	10.98946286
1106	10.98825178
1107	10.98629029
1108	10.98191295
1109	10.98062444
1110	10.97554386
1111	10.97029272
1112	10.96905792
1113	10.9666444
1114	10.96214592
1115	10.95995443
1116	10.95748423
1117	10.95227688
1118	10.95148603
1119	10.94543056
1120	10.94201398
1121	10.93547446
1122	10.93255914
1123	10.92858993
1124	10.9271533
1125	10.92585624
1126	10.92359901
1127	10.91914324
1128	10.9167877
1129	10.91620597
1130	10.90925671
1131	10.90713919
1132	10.90447969
1133	10.90271543
1134	10.90259018
1135	10.89810481
1136	10.89746387
1137	10.8957771
1138	10.89469968
1139	10.89293973
1140	10.89082005
1141	10.88820988
1142	10.88637659
1143	10.88238322
1144	10.88128544
1145	10.87832418
1146	10.87479504
1147	10.87218806
1148	10.87090363
1149	10.86471503
1150	10.86211152
1151	10.86124126
1152	10.85826074
1153	10.85819709
1154	10.85556193
1155	10.85312275
1156	10.84861626
1157	10.84458339
1158	10.84266718
1159	10.84103233
1160	10.83727017
1161	10.83379237
1162	10.83233779
1163	10.83082403
1164	10.82913939
1165	10.82659253
1166	10.82020241
1167	10.81808544
1168	10.81162424
1169	10.80927532
1170	10.8053683
1171	10.80381125
1172	10.8014567
1173	10.80067878
1174	10.80005073
1175	10.7966015
1176	10.79453094
1177	10.79230804
1178	10.78973048
1179	10.78799149
1180	10.78516776
1181	10.78161146
1182	10.78021788
1183	10.77497213
1184	10.774506
1185	10.77223535
1186	10.77133701
1187	10.77058002
1188	10.76756793
1189	10.76412674
1190	10.76123013
1191	10.76018699
1192	10.75705521
1193	10.75397026
1194	10.75028883
1195	10.74777031
1196	10.74470106
1197	10.7413818
1198	10.73807188
1199	10.73749345
1200	10.73386528
1201	10.72873306
1202	10.72446002
1203	10.71988229
1204	10.71695842
1205	10.7154404
1206	10.71455065
1207	10.71194175
1208	10.70863859
1209	10.70647384
1210	10.70416992
1211	10.70182986
1212	10.70031564
1213	10.69538593
1214	10.69456688
1215	10.69317558
1216	10.6912783
1217	10.68567484
1218	10.68379526
1219	10.68215941
1220	10.67792837
1221	10.677513
1222	10.67701907
1223	10.67603498
1224	10.66859596
1225	10.66503584
1226	10.66217738
1227	10.65863345
1228	10.65550151
1229	10.65116622
1230	10.64788371
1231	10.64359394
1232	10.64036131
1233	10.63758607
1234	10.6351448
1235	10.63116554
1236	10.62680257
1237	10.62411804
1238	10.61948343
1239	10.61290356
1240	10.60925186
1241	10.60288047
1242	10.60098824
1243	10.59930652
1244	10.59736289
1245	10.59371172
1246	10.58943916
1247	10.58803413
1248	10.58693817
1249	10.58525035
1250	10.58326011
1251	10.58075963
1252	10.57951113
1253	10.57681436
1254	10.57588719
1255	10.57487989
1256	10.57405123
1257	10.57064873
1258	10.56709697
1259	10.56432292
1260	10.56284304
1261	10.56032407
1262	10.5577829
1263	10.55651527
1264	10.55466389
1265	10.55216609
1266	10.55137412
1267	10.54848258
1268	10.54648191
1269	10.54276207
1270	10.54091159
1271	10.53999024
1272	10.53860352
1273	10.5382332
1274	10.53623544
1275	10.53392829
1276	10.52976132
1277	10.52795247
1278	10.52522993
1279	10.52453147
1280	10.5164774
1281	10.51500579
1282	10.5137577
1283	10.51261371
1284	10.51011882
1285	10.50841921
1286	10.50613739
1287	10.50029731
1288	10.4967287
1289	10.49441943
1290	10.48918678
1291	10.48789662
1292	10.48458011
1293	10.48178139
1294	10.48118375
1295	10.4805102
1296	10.47699928
1297	10.47607017
1298	10.47386693
1299	10.47079351
1300	10.46915654
1301	10.46637393
1302	10.46478253
1303	10.46177432
1304	10.4609919
1305	10.45853633
1306	10.4575919
1307	10.45449482
1308	10.45312832
1309	10.45092106
1310	10.44929842
1311	10.44502432
1312	10.44430482
1313	10.44225518
1314	10.44052654
1315	10.43763866
1316	10.43193013
1317	10.42711589
1318	10.42576134
1319	10.42311506
1320	10.42036251
1321	10.41447795
1322	10.41069483
1323	10.40841319
1324	10.40603962
1325	10.40436683
1326	10.40199486
1327	10.40022955
1328	10.39561308
1329	10.39379877
1330	10.39086926
1331	10.38805859
1332	10.38576185
1333	10.38178176
1334	10.3804102
1335	10.37835726
1336	10.37691663
1337	10.37509404
1338	10.37272986
1339	10.36875133
1340	10.36449077
1341	10.36367609
1342	10.36115388
1343	10.35777945
1344	10.35456127
1345	10.35412873
1346	10.35143211
1347	10.35014188
1348	10.34452219
1349	10.34347934
1350	10.34143556
1351	10.33853725
1352	10.3353217
1353	10.33203767
1354	10.32999746
1355	10.32726827
1356	10.32592801
1357	10.32263317
1358	10.31839027
1359	10.31706906
1360	10.31379608
1361	10.31317656
1362	10.31195047
1363	10.30937638
1364	10.30701512
1365	10.3052892
1366	10.30299075
1367	10.30158826
1368	10.29893696
1369	10.29759439
1370	10.296505
1371	10.28897983
1372	10.28714402
1373	10.28430623
1374	10.27865347
1375	10.27496713
1376	10.27460889
1377	10.26905706
1378	10.26691604
1379	10.26587516
1380	10.26520675
1381	10.26354226
1382	10.26212143
1383	10.25746992
1384	10.25591896
1385	10.25331355
1386	10.2520702
1387	10.24872976
1388	10.24831462
1389	10.2474999
1390	10.24702009
1391	10.24354015
1392	10.24230826
1393	10.23959659
1394	10.23737765
1395	10.23473501
1396	10.23406867
1397	10.23027577
1398	10.2290706
1399	10.22700839
1400	10.22162624
1401	10.22125358
1402	10.21808277
1403	10.2168577
1404	10.21309897
1405	10.20976445
1406	10.20618223
1407	10.20268704
1408	10.20082286
1409	10.19774331
1410	10.19519283
1411	10.19357832
1412	10.19201876
1413	10.19008289
1414	10.18716951
1415	10.18366157
1416	10.18205223
1417	10.18074416
1418	10.17996287
1419	10.17762837
1420	10.17306038
1421	10.17208567
1422	10.16747238
1423	10.16277606
1424	10.16180691
1425	10.1583245
1426	10.15639461
1427	10.15522164
1428	10.15323438
1429	10.15009208
1430	10.14790761
1431	10.14601474
1432	10.14484031
1433	10.14319159
1434	10.13964344
1435	10.13839479
1436	10.13595652
1437	10.13439393
1438	10.13348918
1439	10.13042989
1440	10.12782456
1441	10.1259729
1442	10.12467182
1443	10.12242554
1444	10.12137239
1445	10.11860869
1446	10.1166478
1447	10.11358611
1448	10.11111423
1449	10.10723572
1450	10.1042113
1451	10.10264722
1452	10.10248085
1453	10.09921849
1454	10.09474073
1455	10.09392169
1456	10.09087613
1457	10.09081672
1458	10.08896392
1459	10.08550854
1460	10.0834694
1461	10.08132492
1462	10.07855281
1463	10.07767908
1464	10.07353466
1465	10.07125962
1466	10.06935325
1467	10.06717376
1468	10.06437792
1469	10.06256838
1470	10.05930061
1471	10.0581388
1472	10.05671605
1473	10.05503992
1474	10.0540452
1475	10.05250938
1476	10.0522818
1477	10.05178801
1478	10.04849665
1479	10.04813861
1480	10.0443997
1481	10.04217425
1482	10.03974247
1483	10.03264206
1484	10.03187375
1485	10.03061601
1486	10.02829287
1487	10.02617062
1488	10.02507184
1489	10.02283874
1490	10.02071642
1491	10.01959453
1492	10.01692919
1493	10.01542548
1494	10.01362417
1495	10.01211448
1496	10.00947904
1497	10.00473458
1498	10.0020225
1499	9.999518239
